id,id-prov,date,title,language,author,city,materials,dimensions,domain,description,notes,condition,observations,provenance,links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878.2,20,1878,MONDCHARTE IN 25 SECTIONEN UND 2 ERLAUTERUNGSTAFELN,Allemand,LOHRMANN Wilhem Gotthelf,"Leipzig, Johann Ambrosius Barth","in 4°, bradel plein papier à la colle, dos brisé carré, pièce de titre en veau bleu marine, tranches rognées sur 3 côtés, tranchefiles mécaniques rouges, gardes et contres gardes en papier vergé, corps d'ouvrage en papier pâte mécanique","30,2 x 24,5 x 2",Livre,"Ouvrage illustré de 27 planches lithographiées en fin d'ouvrage. [III], 54 p.+ les planches",1ère édition,A,,"W.P. Watson, UK, 05.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880.1,258,1880,DIE SICHTBARE SEITE DER MOND-OBERFLÄCHE BEI VOLLER BELEUCHTUNG,Allemand,"BEER Wilhelm / MÄDLER Johann, d'après","Gotha, Justus Perthes","papier pâte mécanique, fragments d'onglet en papier pâte mécanique au niveau du pli","38,5x47,7",Cartes et plans,"Carte de la Lune lithographiée en couleur, tirée du ""Stieler's hand altlas n°5""",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881.1.1,72,1881,DER MOND UND DIE BESCHAFFENHEIT UND GESTALTUNG SEINER OBERFLACHE,Allemand,NEISON Edmund,"Braunschweig, Friedrich Vieweg et fils","in 8°, bradel demi percaline, plat en papier marbré queue de paon, titrage au dos, tranches rognées et jaspées sur 3 côtés, tranchefiles bicolores mécaniques, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique","22 x 15,3 x 3,3",Livre,"[XIV], 446 p. ","Ouvrage en 2 tomes, tome I; Ex-libris de Peter P. Stuker",A,, ,Cf n° 59/18/7',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881.1.2,72b,1881,DER MOND UND DIE BESCHAFFENHEIT UND GESTALTUNG SEINER OBERFLACHE-ATLAS,Allemand,NEISON Edmund,"Braunschweig, Friedrich Vieweg et fils","in 8°, bradel pleine percaline, tranches rognées et jaspées sur 3 côtés, tranchefiles mécaniques, garde et contregardes en papier pâte mécanique  motifs,  d'ouvrage en papier pâte mécanique","22,4 x 16,6 x 1,6",Livre,Atlas composé de 31 planches lithographiées dont 5 en couleur,"Ouvrage en 2 tomes, tome II; Ex-libris de Peter P. Stuker",A,, ,Cf n° 59/18/74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883.1,79,1883,"ANNALES DE L'OBSERVATOIRE ROYAL DE BRUXELLES, ANNALES ASTRONOMIQUES, TOME IV",Français,Collectif,"Bruxelles, F. Hayez, imprimeur de l'Académie Royale","in 4°, bradel demi percaline à coins, plat en papier marbré Annonay, tranches rognées et jaspées sur 3 côtés, titrage et tomaison au dos, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique","31,1 x 24 x 2,4",Livre,"Annales rendant compte des travaux de l'observatoire pour les années 1879, 1880 et 1881. 118 p., [94], 2 photographies (tirages albuminés), et 4 planches lithographiées.",Cachet du Geoaetisk Institut ,A,,"Antiquariat Bernard Richter, Allemagne, 10.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883.2,219,1883,UBERSICHTKARTE DES MONDES,Allemand,BROCKHAUS Georg,Leipzig,feuillet en papier pâte mécanique collé sur un onglet de papier pâte mécanique au niveau du pli, 25 x 31 (document ouvert),Cartes et plans,"Lithographie figurant une carte de la Lune encadrée par 4 dessins de cratères lunaires. Au verso, la légende", ,A,,,Cf n°240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884.1,21,1884,ATLAS DES SONNENSYSTEMS,Allemand,VALENTINER W.,"Lahr, Moritz Schauenburg","in 2°, bradel demi percaline verte à coins, plat en papier pâte mécanique, imprimé pour celui du plat supérieur, tranches rognées sur 3 côtés, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique","44,6 x 34,5 x 1,9",Livre,Ouvrage de 19 p. contenant 25 planches héliogravées et lithographiées,1ère édition,A,,"W.P. Watson, UK, 05.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884.2,76,1884,LES TERRES DU CIEL,Français,FLAMMARION Camille,"Paris, C. Marpon et E. Flammarion","in 4°, cartonnage d'éditeur, tranches rognées et dorées sur 3 côtés, tranchefiles mécaniques, garde et contregardes en papier coloré pâte mécanique, corps d'ouvrage en papier pâte mécanique","28 x 19,5 x 5,1",Livre,"Frontispice. Ouvrage illustré de nombreuses planches (photographies, cartes, schémas) de Fouché, Motty, Blanadet, Hellé, etc. 774 p. ", ,B ,,Chapitre librairie sur internet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886.1.1,23,1886,ASTRONOMISCHE BEOBACHTUNGEN AN DER K.K. STERNWARTE ZU PRAGUE,Allemand,WEINEK Ladislas,"Prague, Observatory press A. Haase ","in 4°, 1/2 bradel toile rouge à coins plat papier, dos brisé, tranches rognées sur 3 côtés, gardes et contres gardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique","31,5 x 24,5 x 1,3",Livre,4 illustrations en n&b et couleur en fin d'ouvrage. 74 p.,"Cachet du Radcliffe observatory, Oxford",A,,"w.P. Watson, UK, 05.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886.1.2,23b,1890,ASTRONOMISCHE BEOBACHTUNGEN AN DER K.K. STERNWARTE ZU PRAGUE,Allemand,WEINEK Ladislas,"Prague, Observatory press A. Haase ","in 4°, 1/2 bradel toile rouge à coins plats papier, dos brisé, tranches rognées sur 3 côtés, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique","31,5 x 24,5 x 1,9",Livre,16 illustrations en n&b et couleur en fin d'ouvrage. 61 p.,"Cachet du Radcliffe observatory, Oxford",A,,"w.P. Watson, UK, 05.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886.1.3,23c,1893,ASTRONOMISCHE BEOBACHTUNGEN AN DER K.K. STERNWARTE ZU PRAGUE,Allemand,WEINEK Ladislas,"Prague, Observatory press A. Haase ","in 4°, 1/2 bradel toile rouge à coins plats papier, dos brisé, tranches rognées sur 3 côtés, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique","31,4 x 24,3 x 1,5",Livre,9 illustrations en n&b et couleur en fin d'ouvrage. 90 p.,"Cachet du Radcliffe observatory, Oxford",A,,"w.P. Watson, UK, 05.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886.1.4,23d,1901,ASTRONOMISCHE BEOBACHTUNGEN AN DER K.K. STERNWARTE ZU PRAGUE,Allemand,WEINEK Ladislas,"Prague, Observatory press A. Haase ","in 4°, 1/2 bradel percaline  rouge à coins plats papier, dos brisé, tranches rognées sur 3 côtés, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique","31,4 x 24,9 x 1,6",Livre,18 illustrations en n&b et couleur en fin d'ouvrage. 131 p.,"Cachet du Radcliffe observatory, Oxford",B,,"w.P. Watson, UK, 05.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886.1.5,23e,1907,ASTRONOMISCHE BEOBACHTUNGEN AN DER K.K. STERNWARTE ZU PRAGUE,Allemand,WEINEK Ladislas,"Prague, Observatory press A. Haase ","in 4°, 1/2 bradel percaline  rouge à coins plats papier, dos brisé, tranches rognées sur 3 côtés, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique","31, 4 x 25 x 1,4",Livre,10 illustrations en n&b et couleur en fin d'ouvrage. 106 p.,"Cachet du Radcliffe observatory, Oxford",A,,"w.P. Watson, UK, 05.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886.1.6,23f,1912,ASTRONOMISCHE BEOBACHTUNGEN AN DER K.K. STERNWARTE ZU PRAGUE,Allemand,WEINEK Ladislas,"Prague, Observatory press A. Haase ","in 4°, 1/2 bradel percaline  rouge à coins plats papier, dos brisé, tranches rognées sur 3 côtés, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique","31,2 x 24,6 x 1,7",Livre,6 illustrations en n&b et couleur en fin d'ouvrage. 151 p.,"Cachet du Radcliffe observatory, Oxford",A,,"w.P. Watson, UK, 05.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886.2,52,1886,"THE MOON : HER MOTIONS, ASPECT, SCENERY, AND PHYSICAL CONDITION",Anglais,PROCTOR Richard Anthony,"Londres, Longmans, Green, and Co. ","in 8°, pleine percaline rouge, plats estampés, dos brisé titrage doré au dos, tranches rognées sur 2 côtés (tête encore pliée), gardes et contregardes en papier coloré pâte mécanique, corps d'ouvrage en papier pâte mécanique","20,1 x 14 x 2,7",Livre,"Contient de nombreuses illustrations lithographiées en pleine page ainsi que 2 photogravures pleine page. 2 cartes repliées en fin d'ouvrage.[XVI], 394 p. ",3ème édition ,A,,,Cf. n°15 / 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887.1,80,1887,"PUBLICATIONS OF THE LICK OBSERVATORY OF THE UNIVERSITY OF CALIFORNIA,Vol. I",Anglais,"JAMES LICK TRUST, sous la direction du","Sacramento State office, J.D. Youg printing","in 4°, bradel pleine toile (percaline) noire, tranches rognées sur 3 côtés, tranchefiles mécaniques bicolores, gardes et contregardes en papier (pâte mécanique), titrage doré sur le plat supérieur et titre en long sur le dos, estampage d'encadrement sur le plat inférieur et supérieur, corps d'ouvrage en papier pâte mécanique","30,3 x 24,5 x 2,3",Livre,"Frontispice, quelques illustrations dans le texte et en pleine page. [IV], 309 p.",,A,,"Peter Lucus, Los Angeles, CA, 09.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887.2,46,1887,TRIPS TO THE MOON,Anglais,"LUCIAN, trad. De Thomas FRANCKLIN","New-York, Cassel & Cie","reliure à dos carré avec une percaline marron de réemploi, cahiers agrafés, contregardes et gardes en papier vergé, corps d'ouvrage en papier pâte mécanique ","14,3 x 9,9 x 1,8",Livre,"Ouvrage composé d'une introduction, puis d'un texte du traducteur de 69 p., du roman, et de pages publicitaires. En tout 206 p.",Ex-libris de Gene Morris,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889.1,174,1889,AVENTURES EXTRAORDINAIRES D'UN SAVANT RUSSE,Français,LE FAURE G. / DE GRAFFIGNY H.,"Paris, Edinger éditions","in 4°, cartonnage d'éditeur en percaline, tranches rognées et dorées sur 3 côtés, gardes et contregardes en papier pâte mécanique coloré, corps d'ouvrage en papier pâte mécanique","27,7 x 19,3 x 4",Livre,"Frontispice (bois de fil par Henriot), page de titre ornée d'une vignette gravée par Michel, nombreuses images dans le texte et quelques photographies en pleine page, [VIII], 490 p.", ,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891.1,82,1891,LES ASTRES,Français,RAMBOSSON J.,"Paris, librairie Firmin-Didot & Cie","in 4°, demi chagrin rouge, plat en percaline, décor doré au dos avec titrage direct sur le dos, tranches rognées et jaspées sur 3 côtés, tranchefiles mécanique, gardes et contregardes en papier marbré ombré, corps d'ouvrage en papier pâte mécanique","29,9 x 21,7 x 4,3",Livre,"Page de titre en noir et rouge, ouvrage illustré de 87 planches en noir et une en couleur. 363 p. ",Livre de prix du lycée Charlemagne,A,,"Librairie Alain Brieux, Paris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893.1,244,1893,LES ROBINSONS LUNAIRES,Français,LE FAURE C.,"Paris, E. Dentu éditeur",couverture de broché en papier pâte mécanique,"29 x 45,5",Documentation,Couverture d'un roman imprimée en couleur et en doré,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894.1,24,1894,"PUBLICATIONS OF THE LICK OBSERVATORY OF THE UNIVERSITY OF CALIFORNIA,Vol. III, Part. 1 : SELENOGRAPHICAL STUDIES",Anglais,WEINEK Ladislas,"Sacramento State office, A.F.Johnston printing","in 4°, bradel pleine toile (percaline) noire, tranches rognées sur 3 côtés, tranchefiles mécaniques bicolores, gardes et contre gardes en papier (pâte mécanique), titrage doré sur le plat supérieur et titre en long sur le dos, estampage d'encadrement sur le plat inférieur et supérieur, corps d'ouvrage en papier pâte mécanique","30 x 24 x  2,7",Livre,Ouvrage en quatre parties. Celle de l'auteur est illustrée par 16 planches photogravées. 244 p. au total,1ère édition,A,,"Peter lucus, Los Angeles, CA, 09.2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895.1,22,1895,THE MOON : A FULL DESCRIPTION AND MAP OF ITS PRINCIPAL PHYSICAL FEATURES,Anglais,ELGER Thomas Gwyn,"Londres, George Philip & son","reliure (bradel) mécanique en percaline bleue marine, titrage argenté au dos et sur le plat supérieur, gardes et contregardes en papier glacé noir, corps d'ouvrage en papier pâte mécanique","25,2 x 16,1 x 2,5",Livre,"[VIII], 173 p. ",1ère édition,A,,"Peter Lucus, Los",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895.2,77,1895,ATLAS VON 25 TOPOGRAPHISCHEN SPEZIALKARTEN DES MONDES,Allemand,FAUTH Philipp,"Leipzig, Johann Ambrosius Barth","Portfolio sans liens, dos en percaline noire, plat supérieur imprimé en papier pâte mécanique, feuillets en papier glacé, rempli en carte pâte mécanique","25 x 33 x 0,8",Portfolio,Portfolio contenant 25 dessins de la Lune lithographiés par Junghanss & Koritzer sur 20 planches,Etiquette de la librairie A. Lang à Moscou; 1ère édition,A,,"Bernard Quaritch, UK, 04.2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895.3,257,1895,GIBB'S IMPROVEMENTS IN ARMILLARY SPHERES,Anglais,GIBBS,"Londres, Darling & Sons","feuillet d'un cahier en papier pâte mécanique, sur lequel est monté une illustration pliée en 3 en papier pâte mécanique","28,2x19,5",Cartes et plans,"Document composé d'un texte (A.D. 1895 Feb. 2. N°2353, Complete specification by Boult & Wade) et d'une lithographie dessinée par l'auteur", ,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896.1.1,188,1896,ATLAS PHOTOGRAPHIQUE DE LA LUNE PUBLIE PAR L'OBSERVATOIRE DE PARIS,Français,LOEWY M. M. / PUISEUX M. P.,"Paris, Imprimerie Nationale","bradel demi chagrin noir, toile noire, carte dos avec 5 nerfs apparents, titrage à l'or de l'auteur du titre et de la date, filetage des nerfs à la palette, soulignement du demi cuir à la roulette, tranchefiles pékinées bicolores sur bandes, gardes et contregardes en Ingres couleur (gris), remploi de la chemise d'origine en papier pâte mécanique, corps d'ouvrage en papier vélin, calques imprimés"," 80,5 x 61 x 8",Livre,Ouvrage réunissant les 12 fascicules explicatifs relatifs à l'atlas. Imprimé en n&b,En deux volumes de taille très différente. Inscription « Le temps revient » sur le dos,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896.1.2,188b,1896,ATLAS PHOTOGRAPHIQUE DE LA LUNE PUBLIE PAR L'OBSERVATOIRE DE PARIS,Français,LOEWY M. M. / PUISEUX M. P.,"Paris, Imprimerie Nationale","bradel demi chagrin noir, toile noire, carte dos avec 5 nerfs apparents, titrage à l'or de l'auteur du titre et de la date, filetage des nerfs à la palette, soulignement du demi-cuir à la roulette, tranchefiles pékinées bicolores sur bandes, gardes et contregardes en Ingres couleur (gris), réemploi de la couverture papier pâte mécanique des brochés d'origine, corps d'ouvrage en papier pâte mécanique"," 33 x 26 x 5,6",Livre,"Atlas réunissant les planches relatives aux 12 fascicules explicatifs. Héliogravures d'après les clichés des auteurs, héliogravées par Fillon et Heuse",En deux volumes de taille très différente,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897.1,26,1897,ATLAS ZU DIE PHOTOGRAPHIE DER GESTIRNE,Allemand,SCHEINER Julius,"Leipzig, Wilhem Engelmann","Portfolio 1/2 percaline papier, planches en papier velin, légendes et texte en papier pâte mécanique","23,8 x 30,5 x 1,4",Portfolio,"Portfolio contenant un texte imprimé de 4 p., une page de titre, la description des planches, et 11 planches photogravées",1ère édition,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
